id,co,no2,so2,o3,first,grade,pm25,pm10,date,station_id
330009,0.0,92.0,28.0,16.0,3,3,85.0,146.0,2017-05-08 16:00:00.000000,40
330010,0.0,93.0,29.0,18.0,1,3,62.0,211.0,2017-05-08 16:00:00.000000,41
330011,0.0,34.0,16.0,37.0,3,2,56.0,81.0,2017-05-08 16:00:00.000000,43
330012,0.0,111.0,17.0,13.0,1,3,60.0,168.0,2017-05-08 16:00:00.000000,46
330013,0.0,121.0,21.0,26.0,1,2,60.0,92.0,2017-05-08 16:00:00.000000,47
330014,0.0,103.0,22.0,36.0,3,5,155.0,0.0,2017-05-08 17:00:00.000000,1
330015,0.0,42.0,40.0,34.0,3,3,115.0,229.0,2017-05-08 17:00:00.000000,2
330016,0.0,73.0,4.0,39.0,1,2,49.0,94.0,2017-05-08 17:00:00.000000,3
330017,0.0,76.0,7.0,52.0,1,3,54.0,166.0,2017-05-08 17:00:00.000000,5
330018,0.0,20.0,1.0,100.0,1,2,32.0,85.0,2017-05-08 17:00:00.000000,6
330019,0.0,52.0,11.0,54.0,3,2,44.0,0.0,2017-05-08 17:00:00.000000,7
330020,0.0,52.0,19.0,86.0,1,2,63.0,145.0,2017-05-08 17:00:00.000000,8
330021,0.0,98.0,20.0,41.0,1,3,65.0,175.0,2017-05-08 17:00:00.000000,9
330022,0.0,98.0,21.0,41.0,1,3,68.0,196.0,2017-05-08 17:00:00.000000,10
330023,0.0,62.0,18.0,73.0,1,2,48.0,113.0,2017-05-08 17:00:00.000000,11
330024,0.0,18.0,13.0,102.0,1,2,0.0,85.0,2017-05-08 17:00:00.000000,12
330025,0.0,25.0,6.0,90.0,1,2,29.0,89.0,2017-05-08 17:00:00.000000,13
330026,0.0,60.0,31.0,48.0,1,2,37.0,108.0,2017-05-08 17:00:00.000000,14
330027,0.0,65.0,12.0,68.0,1,2,50.0,141.0,2017-05-08 17:00:00.000000,15
330028,0.0,57.0,17.0,6.0,1,2,19.0,59.0,2017-05-08 17:00:00.000000,17
330029,0.0,27.0,10.0,102.0,1,2,38.0,111.0,2017-05-08 17:00:00.000000,18
330030,0.0,84.0,32.0,34.0,3,3,105.0,202.0,2017-05-08 17:00:00.000000,19
330031,0.0,80.0,12.0,47.0,1,2,63.0,130.0,2017-05-08 17:00:00.000000,20
330032,0.0,57.0,14.0,47.0,1,2,49.0,74.0,2017-05-08 17:00:00.000000,21
330033,0.0,110.0,15.0,52.0,3,2,73.0,108.0,2017-05-08 17:00:00.000000,23
330034,0.0,59.0,19.0,61.0,3,2,60.0,67.0,2017-05-08 17:00:00.000000,24
330035,0.0,87.0,6.0,57.0,1,2,46.0,103.0,2017-05-08 17:00:00.000000,25
330036,0.0,59.0,15.0,63.0,1,2,30.0,76.0,2017-05-08 17:00:00.000000,26
330037,0.0,66.0,17.0,50.0,1,2,54.0,129.0,2017-05-08 17:00:00.000000,27
330038,0.0,29.0,14.0,104.0,3,2,58.0,60.0,2017-05-08 17:00:00.000000,28
330039,0.0,95.0,17.0,42.0,1,2,74.0,134.0,2017-05-08 17:00:00.000000,29
330040,0.0,65.0,9.0,65.0,1,2,44.0,110.0,2017-05-08 17:00:00.000000,32
330041,0.0,110.0,22.0,15.0,3,3,81.0,145.0,2017-05-08 17:00:00.000000,34
330042,0.0,67.0,7.0,39.0,3,4,124.0,0.0,2017-05-08 17:00:00.000000,37
330043,0.0,104.0,21.0,24.0,1,2,44.0,99.0,2017-05-08 17:00:00.000000,38
330044,0.0,92.0,29.0,30.0,3,3,105.0,140.0,2017-05-08 17:00:00.000000,40
330045,0.0,79.0,24.0,27.0,1,3,56.0,204.0,2017-05-08 17:00:00.000000,41
330046,0.0,50.0,10.0,38.0,3,2,57.0,106.0,2017-05-08 17:00:00.000000,43
330047,0.0,119.0,16.0,16.0,1,2,61.0,123.0,2017-05-08 17:00:00.000000,46
330048,0.0,95.0,25.0,55.0,1,2,38.0,87.0,2017-05-08 17:00:00.000000,47
330049,0.0,101.0,14.0,60.0,3,2,67.0,87.0,2017-05-08 18:00:00.000000,1
330050,0.0,38.0,32.0,60.0,1,3,92.0,215.0,2017-05-08 18:00:00.000000,2
330051,0.0,52.0,5.0,67.0,1,2,34.0,80.0,2017-05-08 18:00:00.000000,3
330052,0.0,55.0,17.0,81.0,1,2,47.0,89.0,2017-05-08 18:00:00.000000,5
330053,0.0,25.0,6.0,99.0,1,2,30.0,81.0,2017-05-08 18:00:00.000000,6
330054,0.0,78.0,17.0,39.0,1,3,58.0,191.0,2017-05-08 18:00:00.000000,7
330055,0.0,38.0,20.0,94.0,3,2,79.0,134.0,2017-05-08 18:00:00.000000,8
330056,0.0,79.0,16.0,81.0,1,2,71.0,138.0,2017-05-08 18:00:00.000000,9
330057,0.0,95.0,27.0,59.0,1,3,78.0,180.0,2017-05-08 18:00:00.000000,10
330058,0.0,70.0,17.0,79.0,1,2,40.0,146.0,2017-05-08 18:00:00.000000,11
330059,0.0,22.0,6.0,123.0,1,2,0.0,82.0,2017-05-08 18:00:00.000000,12
330060,0.0,28.0,12.0,112.0,1,2,32.0,77.0,2017-05-08 18:00:00.000000,13
330061,0.0,67.0,33.0,47.0,1,2,45.0,101.0,2017-05-08 18:00:00.000000,14
330062,0.0,70.0,5.0,71.0,1,2,45.0,135.0,2017-05-08 18:00:00.000000,15
330063,0.0,70.0,14.0,23.0,1,3,79.0,155.0,2017-05-08 18:00:00.000000,17
330064,0.0,43.0,12.0,116.0,1,2,62.0,125.0,2017-05-08 18:00:00.000000,18
330065,0.0,83.0,0.0,68.0,3,3,102.0,194.0,2017-05-08 18:00:00.000000,19
330066,0.0,90.0,18.0,54.0,1,3,78.0,181.0,2017-05-08 18:00:00.000000,20
330067,0.0,62.0,17.0,55.0,1,2,50.0,94.0,2017-05-08 18:00:00.000000,21
330068,0.0,128.0,16.0,46.0,3,3,85.0,0.0,2017-05-08 18:00:00.000000,23
330069,0.0,54.0,14.0,80.0,3,2,59.0,64.0,2017-05-08 18:00:00.000000,24
330070,0.0,80.0,17.0,61.0,1,2,56.0,105.0,2017-05-08 18:00:00.000000,25
330071,0.0,51.0,9.0,82.0,1,2,30.0,107.0,2017-05-08 18:00:00.000000,26
330072,0.0,66.0,18.0,69.0,1,2,48.0,122.0,2017-05-08 18:00:00.000000,27
330073,0.0,20.0,2.0,108.0,3,2,63.0,0.0,2017-05-08 18:00:00.000000,28
330074,0.0,75.0,11.0,85.0,3,2,70.0,108.0,2017-05-08 18:00:00.000000,29
330075,0.0,38.0,3.0,87.0,1,2,51.0,92.0,2017-05-08 18:00:00.000000,32
330076,0.0,120.0,30.0,34.0,3,3,98.0,132.0,2017-05-08 18:00:00.000000,34
330077,0.0,57.0,4.0,70.0,3,4,129.0,135.0,2017-05-08 18:00:00.000000,37
330078,0.0,84.0,17.0,53.0,3,2,52.0,98.0,2017-05-08 18:00:00.000000,38
330079,0.0,66.0,50.0,93.0,1,3,97.0,227.0,2017-05-08 18:00:00.000000,40
330080,0.0,108.0,27.0,37.0,1,3,70.0,231.0,2017-05-08 18:00:00.000000,41
330081,0.0,62.0,19.0,43.0,1,2,72.0,155.0,2017-05-08 18:00:00.000000,43
330082,0.0,101.0,20.0,33.0,1,2,40.0,90.0,2017-05-08 18:00:00.000000,46
330083,0.0,78.0,13.0,87.0,1,2,35.0,96.0,2017-05-08 18:00:00.000000,47
330084,0.0,95.0,23.0,69.0,1,2,63.0,117.0,2017-05-08 19:00:00.000000,1
330085,0.0,39.0,29.0,79.0,3,3,100.0,193.0,2017-05-08 19:00:00.000000,2
330086,0.0,51.0,10.0,93.0,1,2,46.0,72.0,2017-05-08 19:00:00.000000,3
330087,0.0,61.0,18.0,89.0,3,3,75.0,126.0,2017-05-08 19:00:00.000000,5
330088,0.0,28.0,12.0,123.0,1,2,31.0,80.0,2017-05-08 19:00:00.000000,6
330089,0.0,70.0,26.0,53.0,3,2,50.0,87.0,2017-05-08 19:00:00.000000,7
330090,0.0,30.0,11.0,137.0,3,2,74.0,86.0,2017-05-08 19:00:00.000000,8
330091,0.0,62.0,17.0,118.0,3,2,73.0,126.0,2017-05-08 19:00:00.000000,9
330092,0.0,94.0,29.0,93.0,1,3,84.0,216.0,2017-05-08 19:00:00.000000,10
330093,0.0,53.0,13.0,93.0,4,1,0.0,10.0,2017-05-08 19:00:00.000000,11
330094,0.0,20.0,14.0,136.0,1,2,0.0,89.0,2017-05-08 19:00:00.000000,12
330095,0.0,21.0,9.0,144.0,1,2,34.0,75.0,2017-05-08 19:00:00.000000,13
330096,0.0,56.0,34.0,66.0,3,2,77.0,0.0,2017-05-08 19:00:00.000000,14
330097,0.0,77.0,6.0,73.0,1,2,54.0,117.0,2017-05-08 19:00:00.000000,15
330098,0.0,67.0,13.0,37.0,3,3,83.0,110.0,2017-05-08 19:00:00.000000,17
330099,0.0,47.0,14.0,132.0,3,2,52.0,88.0,2017-05-08 19:00:00.000000,18
330100,0.0,84.0,0.0,0.0,3,3,104.0,196.0,2017-05-08 19:00:00.000000,19
330101,0.0,90.0,19.0,73.0,1,3,83.0,182.0,2017-05-08 19:00:00.000000,20
330102,0.0,116.0,15.0,24.0,1,2,65.0,121.0,2017-05-08 19:00:00.000000,21
330103,0.0,133.0,19.0,55.0,3,3,84.0,111.0,2017-05-08 19:00:00.000000,23
330104,0.0,69.0,14.0,79.0,3,2,52.0,70.0,2017-05-08 19:00:00.000000,24
330105,0.0,96.0,7.0,58.0,1,2,60.0,123.0,2017-05-08 19:00:00.000000,25
330106,0.0,48.0,13.0,92.0,1,2,46.0,128.0,2017-05-08 19:00:00.000000,26
330107,0.0,48.0,15.0,80.0,1,2,44.0,114.0,2017-05-08 19:00:00.000000,27
330108,0.0,22.0,8.0,129.0,3,2,74.0,0.0,2017-05-08 19:00:00.000000,28
330109,0.0,82.0,11.0,92.0,3,2,73.0,117.0,2017-05-08 19:00:00.000000,29
330110,0.0,42.0,9.0,103.0,1,2,48.0,120.0,2017-05-08 19:00:00.000000,32
330111,0.0,128.0,26.0,38.0,3,4,140.0,0.0,2017-05-08 19:00:00.000000,34
330112,0.0,69.0,5.0,76.0,3,3,114.0,0.0,2017-05-08 19:00:00.000000,37
330113,0.0,50.0,8.0,94.0,3,2,55.0,57.0,2017-05-08 19:00:00.000000,38
330114,0.0,54.0,33.0,121.0,3,3,110.0,142.0,2017-05-08 19:00:00.000000,40
330115,0.0,97.0,27.0,69.0,1,2,74.0,149.0,2017-05-08 19:00:00.000000,41
330116,0.0,63.0,16.0,65.0,3,3,101.0,169.0,2017-05-08 19:00:00.000000,43
330117,0.0,107.0,20.0,36.0,1,2,57.0,119.0,2017-05-08 19:00:00.000000,46
330118,0.0,81.0,24.0,101.0,1,2,50.0,119.0,2017-05-08 19:00:00.000000,47
330119,0.0,89.0,22.0,86.0,3,4,133.0,0.0,2017-05-08 20:00:00.000000,1
330120,0.0,34.0,28.0,123.0,3,3,95.0,186.0,2017-05-08 20:00:00.000000,2
330121,0.0,32.0,11.0,117.0,1,2,35.0,64.0,2017-05-08 20:00:00.000000,3
330122,0.0,53.0,14.0,109.0,1,2,0.0,109.0,2017-05-08 20:00:00.000000,5
330123,0.0,28.0,12.0,142.0,1,2,40.0,87.0,2017-05-08 20:00:00.000000,6
330124,0.0,70.0,31.0,61.0,3,3,85.0,137.0,2017-05-08 20:00:00.000000,7
330125,0.0,32.0,24.0,160.0,3,3,84.0,118.0,2017-05-08 20:00:00.000000,8
330126,0.0,49.0,8.0,136.0,1,2,62.0,132.0,2017-05-08 20:00:00.000000,9
330127,0.0,97.0,21.0,109.0,3,3,97.0,193.0,2017-05-08 20:00:00.000000,10
330128,0.0,46.0,16.0,137.0,1,2,47.0,73.0,2017-05-08 20:00:00.000000,11
330129,0.0,18.0,17.0,178.0,4,2,0.0,76.0,2017-05-08 20:00:00.000000,12
330130,0.0,23.0,1.0,148.0,1,2,22.0,75.0,2017-05-08 20:00:00.000000,13
330131,0.0,48.0,27.0,83.0,1,2,49.0,70.0,2017-05-08 20:00:00.000000,14
330132,0.0,72.0,18.0,109.0,1,2,60.0,122.0,2017-05-08 20:00:00.000000,15
330133,0.0,64.0,17.0,63.0,3,3,101.0,0.0,2017-05-08 20:00:00.000000,17
330134,0.0,47.0,17.0,138.0,3,2,65.0,126.0,2017-05-08 20:00:00.000000,18
330135,0.0,89.0,21.0,0.0,3,4,127.0,173.0,2017-05-08 20:00:00.000000,19
330136,0.0,91.0,14.0,77.0,1,3,84.0,215.0,2017-05-08 20:00:00.000000,20
330137,0.0,89.0,13.0,69.0,3,2,61.0,107.0,2017-05-08 20:00:00.000000,21
330138,0.0,133.0,21.0,87.0,3,3,116.0,0.0,2017-05-08 20:00:00.000000,23
330139,0.0,68.0,20.0,104.0,3,2,58.0,86.0,2017-05-08 20:00:00.000000,24
330140,0.0,73.0,19.0,94.0,3,2,67.0,132.0,2017-05-08 20:00:00.000000,25
330141,0.0,55.0,11.0,110.0,1,2,59.0,117.0,2017-05-08 20:00:00.000000,26
330142,0.0,61.0,19.0,84.0,1,2,62.0,122.0,2017-05-08 20:00:00.000000,27
330143,0.0,32.0,4.0,160.0,3,3,79.0,0.0,2017-05-08 20:00:00.000000,28
330144,0.0,58.0,14.0,121.0,3,2,73.0,90.0,2017-05-08 20:00:00.000000,29
330145,0.0,46.0,11.0,126.0,1,2,58.0,106.0,2017-05-08 20:00:00.000000,32
330146,0.0,150.0,20.0,35.0,3,3,107.0,149.0,2017-05-08 20:00:00.000000,34
330147,0.0,64.0,17.0,102.0,3,4,132.0,0.0,2017-05-08 20:00:00.000000,37
330148,0.0,49.0,15.0,105.0,1,2,49.0,135.0,2017-05-08 20:00:00.000000,38
330149,0.0,45.0,35.0,152.0,3,3,110.0,111.0,2017-05-08 20:00:00.000000,40
330150,0.0,85.0,22.0,88.0,1,3,69.0,206.0,2017-05-08 20:00:00.000000,41
330151,0.0,43.0,29.0,118.0,3,3,81.0,143.0,2017-05-08 20:00:00.000000,43
330152,0.0,90.0,21.0,72.0,3,2,66.0,119.0,2017-05-08 20:00:00.000000,46
330153,0.0,84.0,25.0,116.0,1,2,53.0,99.0,2017-05-08 20:00:00.000000,47
330154,0.0,85.0,28.0,105.0,3,3,81.0,84.0,2017-05-08 21:00:00.000000,1
330155,0.0,15.0,28.0,166.0,4,2,0.0,0.0,2017-05-08 21:00:00.000000,2
330156,0.0,36.0,7.0,134.0,1,2,46.0,64.0,2017-05-08 21:00:00.000000,3
330157,0.0,55.0,5.0,138.0,4,1,0.0,0.0,2017-05-08 21:00:00.000000,5
330158,0.0,25.0,12.0,179.0,1,2,45.0,75.0,2017-05-08 21:00:00.000000,6
330159,0.0,37.0,14.0,105.0,3,2,69.0,87.0,2017-05-08 21:00:00.000000,7
330160,0.0,32.0,17.0,170.0,3,3,90.0,117.0,2017-05-08 21:00:00.000000,8
330161,0.0,50.0,13.0,159.0,1,2,68.0,138.0,2017-05-08 21:00:00.000000,9
330162,0.0,86.0,22.0,148.0,3,3,95.0,175.0,2017-05-08 21:00:00.000000,10
330163,0.0,43.0,6.0,163.0,3,2,63.0,83.0,2017-05-08 21:00:00.000000,11
330164,0.0,15.0,6.0,183.0,4,2,42.0,83.0,2017-05-08 21:00:00.000000,12
330165,0.0,20.0,1.0,178.0,4,2,33.0,52.0,2017-05-08 21:00:00.000000,13
330166,0.0,34.0,23.0,92.0,1,2,35.0,87.0,2017-05-08 21:00:00.000000,14
330167,0.0,49.0,16.0,127.0,1,2,63.0,110.0,2017-05-08 21:00:00.000000,15
330168,0.0,64.0,14.0,94.0,1,3,55.0,166.0,2017-05-08 21:00:00.000000,17
330169,0.0,50.0,10.0,161.0,1,2,55.0,104.0,2017-05-08 21:00:00.000000,18
330170,0.0,53.0,21.0,195.0,3,4,130.0,170.0,2017-05-08 21:00:00.000000,19
330171,0.0,51.0,11.0,133.0,4,1,0.0,10.0,2017-05-08 21:00:00.000000,20
330172,0.0,58.0,7.0,121.0,4,1,0.0,16.0,2017-05-08 21:00:00.000000,21
330173,0.0,108.0,18.0,113.0,3,3,101.0,0.0,2017-05-08 21:00:00.000000,23
330174,0.0,85.0,9.0,105.0,3,2,75.0,85.0,2017-05-08 21:00:00.000000,24
330175,0.0,81.0,8.0,110.0,3,2,63.0,103.0,2017-05-08 21:00:00.000000,25
330176,0.0,53.0,13.0,119.0,3,2,48.0,80.0,2017-05-08 21:00:00.000000,26
330177,0.0,57.0,10.0,127.0,3,2,74.0,133.0,2017-05-08 21:00:00.000000,27
330178,0.0,18.0,4.0,171.0,3,3,80.0,0.0,2017-05-08 21:00:00.000000,28
330179,0.0,52.0,11.0,133.0,3,2,68.0,96.0,2017-05-08 21:00:00.000000,29
330180,0.0,40.0,7.0,135.0,3,2,68.0,112.0,2017-05-08 21:00:00.000000,32
330181,0.0,119.0,25.0,73.0,3,3,95.0,128.0,2017-05-08 21:00:00.000000,34
330182,0.0,42.0,18.0,141.0,3,3,123.0,0.0,2017-05-08 21:00:00.000000,37
330183,0.0,54.0,8.0,127.0,3,2,44.0,0.0,2017-05-08 21:00:00.000000,38
330184,0.0,37.0,25.0,203.0,3,3,106.0,118.0,2017-05-08 21:00:00.000000,40
330185,0.0,82.0,20.0,117.0,1,2,0.0,154.0,2017-05-08 21:00:00.000000,41
330186,0.0,30.0,30.0,163.0,3,2,72.0,0.0,2017-05-08 21:00:00.000000,43
330187,0.0,98.0,19.0,81.0,3,3,87.0,118.0,2017-05-08 21:00:00.000000,46
330188,0.0,67.0,15.0,155.0,3,2,59.0,0.0,2017-05-08 21:00:00.000000,47
330189,0.0,73.0,21.0,135.0,3,2,67.0,96.0,2017-05-08 22:00:00.000000,1
330190,0.0,8.0,10.0,198.0,3,3,105.0,119.0,2017-05-08 22:00:00.000000,2
330191,0.0,35.0,14.0,159.0,1,2,38.0,57.0,2017-05-08 22:00:00.000000,3
330192,0.0,49.0,16.0,147.0,1,2,0.0,87.0,2017-05-08 22:00:00.000000,5
330193,0.0,20.0,12.0,200.0,4,2,58.0,111.0,2017-05-08 22:00:00.000000,6
330194,0.0,38.0,28.0,114.0,3,2,46.0,0.0,2017-05-08 22:00:00.000000,7
330195,0.0,37.0,27.0,210.0,3,3,110.0,133.0,2017-05-08 22:00:00.000000,8
330196,0.0,49.0,14.0,180.0,1,3,67.0,162.0,2017-05-08 22:00:00.000000,9
330197,0.0,67.0,15.0,169.0,3,2,79.0,0.0,2017-05-08 22:00:00.000000,10
330198,0.0,35.0,6.0,197.0,4,2,63.0,102.0,2017-05-08 22:00:00.000000,11
330199,0.0,12.0,17.0,165.0,4,2,23.0,53.0,2017-05-08 22:00:00.000000,12
330200,0.0,23.0,1.0,189.0,4,2,32.0,91.0,2017-05-08 22:00:00.000000,13
330201,0.0,28.0,22.0,119.0,1,2,41.0,70.0,2017-05-08 22:00:00.000000,14
330202,0.0,51.0,15.0,144.0,3,2,58.0,76.0,2017-05-08 22:00:00.000000,15
330203,0.0,73.0,15.0,109.0,3,3,106.0,0.0,2017-05-08 22:00:00.000000,17
330204,0.0,35.0,16.0,182.0,3,2,79.0,92.0,2017-05-08 22:00:00.000000,18
330205,0.0,47.0,23.0,240.0,3,4,131.0,164.0,2017-05-08 22:00:00.000000,19
330206,0.0,57.0,21.0,161.0,4,1,0.0,0.0,2017-05-08 22:00:00.000000,20
330207,0.0,55.0,8.0,140.0,4,1,0.0,0.0,2017-05-08 22:00:00.000000,21
330208,0.0,98.0,14.0,137.0,3,2,77.0,0.0,2017-05-08 22:00:00.000000,23
330209,0.0,51.0,19.0,140.0,3,2,62.0,0.0,2017-05-08 22:00:00.000000,24
330210,0.0,52.0,18.0,150.0,3,2,59.0,88.0,2017-05-08 22:00:00.000000,25
330211,0.0,46.0,5.0,148.0,3,2,68.0,0.0,2017-05-08 22:00:00.000000,26
330212,0.0,60.0,16.0,154.0,3,3,80.0,115.0,2017-05-08 22:00:00.000000,27
330213,0.0,19.0,4.0,184.0,3,3,98.0,179.0,2017-05-08 22:00:00.000000,28
330214,0.0,44.0,16.0,168.0,3,2,68.0,85.0,2017-05-08 22:00:00.000000,29
330215,0.0,45.0,12.0,143.0,3,2,76.0,91.0,2017-05-08 22:00:00.000000,32
330216,0.0,109.0,24.0,75.0,3,2,80.0,94.0,2017-05-08 22:00:00.000000,34
330217,0.0,49.0,6.0,159.0,3,3,95.0,134.0,2017-05-08 22:00:00.000000,37
330218,0.0,47.0,7.0,134.0,3,2,45.0,66.0,2017-05-08 22:00:00.000000,38
330219,0.0,50.0,31.0,238.0,3,3,111.0,134.0,2017-05-08 22:00:00.000000,40
330220,0.0,62.0,21.0,147.0,4,1,0.0,0.0,2017-05-08 22:00:00.000000,41
330221,0.0,33.0,25.0,186.0,3,2,78.0,138.0,2017-05-08 22:00:00.000000,43
330222,0.0,62.0,14.0,126.0,3,3,79.0,0.0,2017-05-08 22:00:00.000000,46
330223,0.0,78.0,15.0,154.0,1,2,52.0,100.0,2017-05-08 22:00:00.000000,47
330224,0.0,52.0,25.0,151.0,3,2,69.0,83.0,2017-05-08 23:00:00.000000,1
330225,0.0,18.0,19.0,210.0,3,3,93.0,152.0,2017-05-08 23:00:00.000000,2
330226,0.0,0.0,0.0,0.0,x,7,0.0,0.0,2017-05-08 23:00:00.000000,3
330227,0.0,41.0,5.0,174.0,3,2,48.0,65.0,2017-05-08 23:00:00.000000,5
330228,0.0,31.0,6.0,196.0,4,2,65.0,85.0,2017-05-08 23:00:00.000000,6
330229,0.0,30.0,21.0,134.0,3,2,47.0,0.0,2017-05-08 23:00:00.000000,7
330230,0.0,30.0,26.0,244.0,3,3,106.0,119.0,2017-05-08 23:00:00.000000,8
330231,0.0,47.0,15.0,196.0,3,3,87.0,0.0,2017-05-08 23:00:00.000000,9
330232,0.0,37.0,7.0,181.0,1,3,0.0,162.0,2017-05-08 23:00:00.000000,10
330233,0.0,38.0,12.0,215.0,4,3,73.0,117.0,2017-05-08 23:00:00.000000,11
330234,0.0,17.0,15.0,200.0,4,2,43.0,137.0,2017-05-08 23:00:00.000000,12
330235,0.0,27.0,12.0,205.0,4,3,39.0,89.0,2017-05-08 23:00:00.000000,13
330236,0.0,24.0,9.0,113.0,3,2,53.0,56.0,2017-05-08 23:00:00.000000,14
330237,0.0,39.0,6.0,163.0,1,2,42.0,81.0,2017-05-08 23:00:00.000000,15
330238,0.0,77.0,6.0,151.0,4,1,0.0,0.0,2017-05-08 23:00:00.000000,17
330239,0.0,35.0,4.0,215.0,4,3,81.0,116.0,2017-05-08 23:00:00.000000,18
330240,0.0,34.0,9.0,259.0,3,3,103.0,0.0,2017-05-08 23:00:00.000000,19
330241,0.0,36.0,18.0,182.0,4,2,0.0,0.0,2017-05-08 23:00:00.000000,20
330242,0.0,0.0,7.0,162.0,4,1,0.0,0.0,2017-05-08 23:00:00.000000,21
330243,0.0,108.0,19.0,148.0,3,2,73.0,0.0,2017-05-08 23:00:00.000000,23
330244,0.0,50.0,19.0,169.0,3,2,53.0,73.0,2017-05-08 23:00:00.000000,24
330245,0.0,43.0,7.0,158.0,3,2,55.0,93.0,2017-05-08 23:00:00.000000,25
330246,0.0,31.0,13.0,168.0,3,2,48.0,62.0,2017-05-08 23:00:00.000000,26
330247,0.0,39.0,18.0,184.0,3,2,70.0,110.0,2017-05-08 23:00:00.000000,27
330248,0.0,29.0,12.0,231.0,3,3,114.0,127.0,2017-05-08 23:00:00.000000,28
330249,0.0,31.0,10.0,194.0,4,2,71.0,84.0,2017-05-08 23:00:00.000000,29
330250,0.0,41.0,17.0,162.0,1,2,51.0,79.0,2017-05-08 23:00:00.000000,32
330251,0.0,135.0,26.0,62.0,1,2,0.0,144.0,2017-05-08 23:00:00.000000,34
330252,0.0,34.0,17.0,175.0,3,3,104.0,0.0,2017-05-08 23:00:00.000000,37
330253,0.0,50.0,18.0,162.0,3,2,53.0,69.0,2017-05-08 23:00:00.000000,38
330254,0.0,44.0,32.0,276.0,3,4,126.0,126.0,2017-05-08 23:00:00.000000,40
330255,0.0,40.0,21.0,157.0,1,2,0.0,124.0,2017-05-08 23:00:00.000000,41
330256,0.0,38.0,25.0,209.0,3,3,102.0,117.0,2017-05-08 23:00:00.000000,43
330257,0.0,76.0,8.0,131.0,3,2,74.0,0.0,2017-05-08 23:00:00.000000,46
330258,0.0,88.0,22.0,172.0,3,2,52.0,61.0,2017-05-08 23:00:00.000000,47
330259,0.0,71.0,21.0,146.0,4,1,0.0,0.0,2017-05-09 00:00:00.000000,1
330260,0.0,8.0,10.0,194.0,3,5,174.0,0.0,2017-05-09 00:00:00.000000,2
330261,0.0,23.0,9.0,198.0,4,2,46.0,77.0,2017-05-09 00:00:00.000000,3
330262,0.0,53.0,18.0,204.0,4,2,65.0,128.0,2017-05-09 00:00:00.000000,5
330263,0.0,42.0,9.0,195.0,4,2,53.0,98.0,2017-05-09 00:00:00.000000,6
330264,0.0,33.0,14.0,135.0,1,3,57.0,183.0,2017-05-09 00:00:00.000000,7
330265,0.0,34.0,14.0,272.0,4,3,82.0,154.0,2017-05-09 00:00:00.000000,8
330266,0.0,33.0,7.0,222.0,4,3,69.0,87.0,2017-05-09 00:00:00.000000,9
330267,0.0,35.0,11.0,213.0,4,3,0.0,0.0,2017-05-09 00:00:00.000000,10
330268,0.0,23.0,14.0,215.0,4,3,68.0,90.0,2017-05-09 00:00:00.000000,11
330269,0.0,21.0,13.0,233.0,4,3,59.0,169.0,2017-05-09 00:00:00.000000,12
330270,0.0,28.0,13.0,215.0,4,3,47.0,95.0,2017-05-09 00:00:00.000000,13
330271,0.0,30.0,10.0,131.0,1,2,50.0,101.0,2017-05-09 00:00:00.000000,14
330272,0.0,44.0,5.0,160.0,1,2,43.0,133.0,2017-05-09 00:00:00.000000,15
330273,0.0,75.0,15.0,160.0,1,2,0.0,148.0,2017-05-09 00:00:00.000000,17
330274,0.0,30.0,12.0,231.0,1,3,85.0,182.0,2017-05-09 00:00:00.000000,18
330275,0.0,45.0,20.0,245.0,4,3,87.0,131.0,2017-05-09 00:00:00.000000,19
330276,0.0,21.0,6.0,187.0,4,2,43.0,58.0,2017-05-09 00:00:00.000000,20
330277,0.0,41.0,13.0,194.0,4,2,0.0,0.0,2017-05-09 00:00:00.000000,21
330278,0.0,110.0,16.0,140.0,3,3,95.0,0.0,2017-05-09 00:00:00.000000,23
330279,0.0,43.0,18.0,181.0,3,2,55.0,58.0,2017-05-09 00:00:00.000000,24
330280,0.0,43.0,11.0,175.0,1,2,47.0,96.0,2017-05-09 00:00:00.000000,25
330281,0.0,38.0,5.0,171.0,4,2,48.0,0.0,2017-05-09 00:00:00.000000,26
330282,0.0,42.0,13.0,196.0,4,2,71.0,95.0,2017-05-09 00:00:00.000000,27
330283,0.0,25.0,8.0,229.0,3,3,107.0,123.0,2017-05-09 00:00:00.000000,28
330284,0.0,41.0,6.0,211.0,4,3,73.0,123.0,2017-05-09 00:00:00.000000,29
330285,0.0,42.0,13.0,170.0,1,2,43.0,95.0,2017-05-09 00:00:00.000000,32
330286,0.0,128.0,18.0,72.0,5,2,0.0,0.0,2017-05-09 00:00:00.000000,34
330287,0.0,27.0,10.0,190.0,3,3,85.0,0.0,2017-05-09 00:00:00.000000,37
330288,0.0,42.0,10.0,0.0,1,2,47.0,148.0,2017-05-09 00:00:00.000000,38
330289,0.0,38.0,23.0,264.0,4,3,86.0,90.0,2017-05-09 00:00:00.000000,40
330290,0.0,35.0,14.0,167.0,1,3,0.0,161.0,2017-05-09 00:00:00.000000,41
330291,0.0,30.0,17.0,248.0,4,3,0.0,0.0,2017-05-09 00:00:00.000000,43
330292,0.0,47.0,16.0,156.0,3,3,76.0,88.0,2017-05-09 00:00:00.000000,46
330293,0.0,78.0,13.0,187.0,4,2,49.0,72.0,2017-05-09 00:00:00.000000,47
